NO_SUBSTANCIA;TP_SUBSTANCIA;DS_INGREDIENTE_ATIVO;CLASSE_AGRONOMICA;NO_CULTURA;NO_UNIDADE_MEDIDA;Produto
Hidrazida malàica;Quimico;Hidrazida malàica;C4H3N2O2K (sal pot†ssico);SIM;Limite M†ximo de Res°duos;Biodiatraea
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Cebolinha;MILIGRAMA/KILOGRAMA;TMB Tubo Mata Bicudo
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Chic¢ria;MILIGRAMA/KILOGRAMA;Monitrap
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Citros;MILIGRAMA/KILOGRAMA;Lasitrap
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Couve-Flor;MILIGRAMA/KILOGRAMA;Biocydia
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Milho;MILIGRAMA/KILOGRAMA;Migdo
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Pepino;MILIGRAMA/KILOGRAMA;Cosmolure
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Soja;MILIGRAMA/KILOGRAMA;Bio Serrico
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Melancia;MILIGRAMA/KILOGRAMA;Iscalure Cydia
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Amendoim;MILIGRAMA/KILOGRAMA;Iscalure Tuta
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Chuchu;MILIGRAMA/KILOGRAMA;Iscalure Bonagota
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Repolho;MILIGRAMA/KILOGRAMA;Gachon
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Tomate;MILIGRAMA/KILOGRAMA;Bio Trimedlure
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Arroz;MILIGRAMA/KILOGRAMA;Ferocitrus Fur∆o
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Milheto;MILIGRAMA/KILOGRAMA;Biographolita
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Sorgo;MILIGRAMA/KILOGRAMA;Bio Neo
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Ervilha;MILIGRAMA/KILOGRAMA;RMD-1
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;CafÇ;MILIGRAMA/KILOGRAMA;Bio Spodoptera
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Coentro;MILIGRAMA/KILOGRAMA;Feromìnio Plato para Bicudo do Algodoeiro
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Couve-chinesa;MILIGRAMA/KILOGRAMA;Feromìnio Plato para Lagarta Rosada
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Espinafre;MILIGRAMA/KILOGRAMA;Iscalure BW 10
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Mel∆o;MILIGRAMA/KILOGRAMA;Ferìmonio Plato para Lagarta Militar do Algodoeiro
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Uva;MILIGRAMA/KILOGRAMA;Iscalure Grafolita
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Bio Tuta
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Algod∆o;MILIGRAMA/KILOGRAMA;Iscalure TML Plug
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Alho-por¢;MILIGRAMA/KILOGRAMA;Bio BM
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Gr∆o-de-bico;MILIGRAMA/KILOGRAMA;Bio Bonagota
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Pimenta;MILIGRAMA/KILOGRAMA;Bio Carambolae
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Alface;MILIGRAMA/KILOGRAMA;Bio Broca
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Maxixe;MILIGRAMA/KILOGRAMA;Splat Grafo
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Jil¢;MILIGRAMA/KILOGRAMA;Splat Grafo Bona
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Quiabo;MILIGRAMA/KILOGRAMA;Splat Cida Grafo Bona
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Repolho;MILIGRAMA/KILOGRAMA;Luretape BW-10
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Abobrinha;MILIGRAMA/KILOGRAMA;Rincoforol
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Br¢colis;MILIGRAMA/KILOGRAMA;Cetro
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Couve-de-bruxelas;MILIGRAMA/KILOGRAMA;Splat ME
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Manjeric∆o;MILIGRAMA/KILOGRAMA;Bio Pseudoplusia
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Tomate;MILIGRAMA/KILOGRAMA;Contrap
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Berinjela;MILIGRAMA/KILOGRAMA;Bio Helicoverpa
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Girassol;MILIGRAMA/KILOGRAMA;Bio Lobesia
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Cebola;MILIGRAMA/KILOGRAMA;Iscalure Armigera
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Ab¢bora;MILIGRAMA/KILOGRAMA;Pherodis HA
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Agri∆o;MILIGRAMA/KILOGRAMA;Isomate-OFM TT
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Alface;MILIGRAMA/KILOGRAMA;Noctovi GL
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Almeir∆o;MILIGRAMA/KILOGRAMA;Pherogen Spray Faw
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Batata;MILIGRAMA/KILOGRAMA;Iscalure BW 60
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;R£cula;MILIGRAMA/KILOGRAMA;Pherogen Dispenser FAW
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Alho;MILIGRAMA/KILOGRAMA;Bio Stenoma
E -11-hexadecenol;Quimico;E -11-hexadecenol;FEROM‚NIO SINTêTICO;Maá∆;MILIGRAMA/KILOGRAMA;Hakuda
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Alho;MILIGRAMA/KILOGRAMA;Alto 100
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Batata;MILIGRAMA/KILOGRAMA;Fungitol Verde
Acetato de fentina;Quimico;Acetato de fentina;Fungicida;Feij∆o;MILIGRAMA/KILOGRAMA;Bravonil 500
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Batata;MILIGRAMA/KILOGRAMA;Bioprogress
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Cacau;MILIGRAMA/KILOGRAMA;Daconil 500
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Cenoura;MILIGRAMA/KILOGRAMA;Rovral SC
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Feij∆o;MILIGRAMA/KILOGRAMA;Kumulus DF
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Trigo;MILIGRAMA/KILOGRAMA;Cuprogarb 500
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Arroz;MILIGRAMA/KILOGRAMA;"Vitavax Thiram 200 SC; Vitavax Thiram 200 FS  Vitavax Ultra;"
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Trifmine
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Trigo;MILIGRAMA/KILOGRAMA;Versatilis
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Juno
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Cenoura;MILIGRAMA/KILOGRAMA;Score
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Alho;MILIGRAMA/KILOGRAMA;Spectro
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Cacau;MILIGRAMA/KILOGRAMA;Basamid
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Sialex 500
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Cebola;MILIGRAMA/KILOGRAMA;Sumilex 500 WP
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Arroz;MILIGRAMA/KILOGRAMA;Rhodiauram SC
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Forum
Acetato de fentina;Quimico;Acetato de fentina;FUNGICIDA;Cebola;MILIGRAMA/KILOGRAMA;Folicur 200 EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Coentro;MILIGRAMA/KILOGRAMA;Cuprogarb 350
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Agri∆o;MILIGRAMA/KILOGRAMA;Bunema 330 SL
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Almeir∆o;MILIGRAMA/KILOGRAMA;Frowncide 500 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Couve;MILIGRAMA/KILOGRAMA;Premis
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Milho;MILIGRAMA/KILOGRAMA;Tilt
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Condor 200 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Sulfato de Cobre Agrimar
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cenoura;MILIGRAMA/KILOGRAMA;Condor EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cevada;MILIGRAMA/KILOGRAMA;Bravonil Ultrex
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Goiaba;MILIGRAMA/KILOGRAMA;Tecto SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mam∆o;MILIGRAMA/KILOGRAMA;Cartap BR 500
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Manga;MILIGRAMA/KILOGRAMA;Thiobel 500
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Melancia;MILIGRAMA/KILOGRAMA;Bravonil 750 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mirtilo;MILIGRAMA/KILOGRAMA;Maxim
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Guaran†;MILIGRAMA/KILOGRAMA;Tattoo C
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Canola;MILIGRAMA/KILOGRAMA;Previcur N
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Alho-por¢;MILIGRAMA/KILOGRAMA;Contact
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Couve-Flor;MILIGRAMA/KILOGRAMA;Redshield 750
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Manga;MILIGRAMA/KILOGRAMA;Priori
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Milheto;MILIGRAMA/KILOGRAMA;Amistar 500 WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Morango;MILIGRAMA/KILOGRAMA;Stroby SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Nectarina;MILIGRAMA/KILOGRAMA;Magnate 500 EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Tomate;MILIGRAMA/KILOGRAMA;Mythos
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mam∆o;MILIGRAMA/KILOGRAMA;Baytan FS
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Pitanga;MILIGRAMA/KILOGRAMA;Reconil
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Chuchu;MILIGRAMA/KILOGRAMA;Dithane NT
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Maxixe;MILIGRAMA/KILOGRAMA;Equation
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Jil¢;MILIGRAMA/KILOGRAMA;Orius 250 EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mandioquinha-salsa / Batata Baroa;MILIGRAMA/KILOGRAMA;Botran 750
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Nabo;MILIGRAMA/KILOGRAMA;Funginil
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Centeio;MILIGRAMA/KILOGRAMA;Domark 100 EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Abacate;MILIGRAMA/KILOGRAMA;Manage 150
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Batata;MILIGRAMA/KILOGRAMA;Unix 750 WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Ervilha;MILIGRAMA/KILOGRAMA;Constant
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Berinjela;MILIGRAMA/KILOGRAMA;Maxim XL
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Manga;MILIGRAMA/KILOGRAMA;Ridomil Gold MZ
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Marmelo;MILIGRAMA/KILOGRAMA;Folio Gold
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Quiu°;MILIGRAMA/KILOGRAMA;"Vantigo; Shaman;"
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Chalota;MILIGRAMA/KILOGRAMA;Elite
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Inhame;MILIGRAMA/KILOGRAMA;Agrothio 800
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cacau;MILIGRAMA/KILOGRAMA;Artea
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;S†lvia;MILIGRAMA/KILOGRAMA;Kocide WDG Bioactive
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Chic¢ria;MILIGRAMA/KILOGRAMA;Midas BR
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mostarda;MILIGRAMA/KILOGRAMA;Cobox DF
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Abacate;MILIGRAMA/KILOGRAMA;Bravonil 720
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Arroz;MILIGRAMA/KILOGRAMA;Stimo WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Aveia;MILIGRAMA/KILOGRAMA;Aliette
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Aveia;MILIGRAMA/KILOGRAMA;Rovral
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Beterraba;MILIGRAMA/KILOGRAMA;Mertin 400
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Beterraba;MILIGRAMA/KILOGRAMA;Antracol 700 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Caju;MILIGRAMA/KILOGRAMA;Caramba 90
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cevada;MILIGRAMA/KILOGRAMA;Pulsor 240 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Girassol;MILIGRAMA/KILOGRAMA;Fegatex
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Pàssego;MILIGRAMA/KILOGRAMA;Sumiguard 500 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Citros;MILIGRAMA/KILOGRAMA;Defend WDG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Car†;MILIGRAMA/KILOGRAMA;Galben-M
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Gengibre;MILIGRAMA/KILOGRAMA;Garant BR
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Rabanete;MILIGRAMA/KILOGRAMA;Bion 500 WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Manjerona;MILIGRAMA/KILOGRAMA;Opera
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Hortel∆;MILIGRAMA/KILOGRAMA;Comet
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Salsa;MILIGRAMA/KILOGRAMA;Kaligreen
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Br¢colis;MILIGRAMA/KILOGRAMA;Tango Cash
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Ab¢bora;MILIGRAMA/KILOGRAMA;Flint 500 WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Zoxium 800 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Maracuj†;MILIGRAMA/KILOGRAMA;Stratego 250 EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Acerola;MILIGRAMA/KILOGRAMA;Sulfato de Cobre Microsal
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Pimenta;MILIGRAMA/KILOGRAMA;Curathane
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Quiabo;MILIGRAMA/KILOGRAMA;Censor
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Nàspera;MILIGRAMA/KILOGRAMA;Rabcide 200
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cupuaáu;MILIGRAMA/KILOGRAMA;Forum Plus
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mandioca;MILIGRAMA/KILOGRAMA;Kasumin
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Triticale;MILIGRAMA/KILOGRAMA;Harpon WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Cabrio Top
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Trigo;MILIGRAMA/KILOGRAMA;Polyram DF
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Acelga;MILIGRAMA/KILOGRAMA;Garra 450 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Alho;MILIGRAMA/KILOGRAMA;"Supera; Swat;"
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Ameixa;MILIGRAMA/KILOGRAMA;Priori Xtra
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Verdadero 600 WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Banana;MILIGRAMA/KILOGRAMA;Mandarim
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Caqui;MILIGRAMA/KILOGRAMA;Rival 200 EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Citros;MILIGRAMA/KILOGRAMA;Folpan Agricur 800 WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Feij∆o;MILIGRAMA/KILOGRAMA;Cantus
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Figo;MILIGRAMA/KILOGRAMA;Cobre Fersol
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Pàssego;MILIGRAMA/KILOGRAMA;Quatermon
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Azeitona;MILIGRAMA/KILOGRAMA;"Cobre Atar BR; Forguard;"
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mangaba;MILIGRAMA/KILOGRAMA;Monceren 250 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Pera;MILIGRAMA/KILOGRAMA;Soprano 125 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;MacadÉmia;MILIGRAMA/KILOGRAMA;Collis
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Rom∆;MILIGRAMA/KILOGRAMA;Penncozeb WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cebola;MILIGRAMA/KILOGRAMA;"Eminent 125 EW; Yaba 125 EW;"
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Espinafre;MILIGRAMA/KILOGRAMA;Protreat
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Repolho;MILIGRAMA/KILOGRAMA;Support
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Arroz;MILIGRAMA/KILOGRAMA;Dacostar 500
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Alface;MILIGRAMA/KILOGRAMA;Bim 750 BR
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Banana;MILIGRAMA/KILOGRAMA;Persist SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;"Recop; Virtus;"
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Ervilha;MILIGRAMA/KILOGRAMA;Delan
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Maracuj†;MILIGRAMA/KILOGRAMA;Cuprozeb
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Milho;MILIGRAMA/KILOGRAMA;Terrazole 350 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Pepino;MILIGRAMA/KILOGRAMA;Ramexane 850 PM
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Piment∆o;MILIGRAMA/KILOGRAMA;Folpan Agricur 500 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Manjeric∆o;MILIGRAMA/KILOGRAMA;Nativo
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Cebolinha;MILIGRAMA/KILOGRAMA;Academic
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;OrÇgano;MILIGRAMA/KILOGRAMA;Amistar WG
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Alface;MILIGRAMA/KILOGRAMA;Impact 125 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;EstÇvia;MILIGRAMA/KILOGRAMA;Potenzor
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;R£cula;MILIGRAMA/KILOGRAMA;Tairel M
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Sorgo;MILIGRAMA/KILOGRAMA;Acrobat MZ
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Tomate;MILIGRAMA/KILOGRAMA;Systhane 250 EC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Noz-pec∆;MILIGRAMA/KILOGRAMA;Argenfrut RV
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Abacaxi;MILIGRAMA/KILOGRAMA;Carben 500 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Banana;MILIGRAMA/KILOGRAMA;Ranman
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Seriguela;MILIGRAMA/KILOGRAMA;Proplant
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Carambola;MILIGRAMA/KILOGRAMA;Bromex
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Lichia;MILIGRAMA/KILOGRAMA;Captan Fersol 500 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Lentilha;MILIGRAMA/KILOGRAMA;Dodex 450 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Feij‰es;MILIGRAMA/KILOGRAMA;Captan SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Anon†ceas;MILIGRAMA/KILOGRAMA;Isatalonil 500 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Alecrim;MILIGRAMA/KILOGRAMA;Oppa
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Couve-chinesa;MILIGRAMA/KILOGRAMA;Oranis
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Couve-de-bruxelas;MILIGRAMA/KILOGRAMA;Rodazim 500 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Mamona;MILIGRAMA/KILOGRAMA;Merpan 500 WP
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Abobrinha;MILIGRAMA/KILOGRAMA;Zetanil
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Figo;MILIGRAMA/KILOGRAMA;Buzz
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Morango;MILIGRAMA/KILOGRAMA;Sementiran 500 SC
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Piment∆o;MILIGRAMA/KILOGRAMA;Novazin Proquimur
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Soja;MILIGRAMA/KILOGRAMA;Prisma
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Uva;MILIGRAMA/KILOGRAMA;Trecatol
AZOXISTROBINA;Quimico;AZOXISTROBINA;FUNGICIDA;Uva;MILIGRAMA/KILOGRAMA;Score Flexi©
