NO_SUBSTANCIA,TP_SUBSTANCIA,DS_INGREDIENTE_ATIVO,CLASSE_AGRONOMICA,NO_CULTURA,NO_UNIDADE_MEDIDA,Produto
CIPRODINIL,Quimico,CIPRODINIL,FUNGICIDA,Rúcula, KG,Orondis Ultra
CIPRODINIL,Quimico,CIPRODINIL,FUNGICIDA,Mamona, KG,Belyan
CIPRODINIL,Quimico,CIPRODINIL,FUNGICIDA,Alho, KG,Divex
CIPRODINIL,Quimico,CIPRODINIL,FUNGICIDA,Citros, KG,BTP 300-21
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Grão-de-bico, KG,Tiofanato Nortox
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Alho, KG,Winout Xtra;Greentop; Fluax Top;
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Abobrinha, KG,Planity
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Pepino, KG,Yeti
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Abacaxi, KG,Captus Plus
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Caqui, KG,Clorotalonil C 720 SC Perterra
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Repolho, KG,Redigo A
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Tomate, KG,Propiconazole Nortox 500 EC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Arroz, KG,Vezoris
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Feijão, KG,Holder 500 SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Couve-Flor, KG,Zorvec Enicade
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Batata-doce, KG,Zorvec Zelavin
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Cacau, KG,Roxam 800 WP
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Guaraná, KG,Miravis Duo
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Romã, KG,Simplar
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Figo, KG,Adetus
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Soja, KG,Miravis Top
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Sorgo, KG,Miravis
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Maçã, KG,Azoxystrobin 250 SC Yonon
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Jiló, KG,EcoFog-160
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Brócolis, KG,Belanty
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Batata yacon, KG,Sugoy
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Beterraba, KG,Propiconazole Max Nortox
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Abóbora, KG,Orvego ME
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Maracujá, KG,Picatina Flora
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Pimentão, KG,Creavis
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Trigo, KG,Lanfor Pro
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Alface, KG,Clorotalonil 720 SC Loveland
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Café, KG,Reviest
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Cebola, KG,Azoxistrobin 200 + Ciproconazol 80 SC CCAB
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Quiabo, KG,Elegance 500 SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Feijões, KG,Pladius
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Cará, KG,Prilan Duo
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Gengibre, KG,Tiofanato 500 SC PLS CL1
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Mandioca, KG,Fluazinam 800 WG Perterra
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Lentilha, KG,Elatus Easy
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Chalota, KG,Agroshield; Clorotalonil 825 WG NGC;
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Maxixe, KG,Preet
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Manga, KG,Zoom Ultra 250 SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Arroz, KG,Ecokiller
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Pimentão, KG,Frowncide 750 HT
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Banana, KG,Fluazinam 500 SC PLS CL1
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Berinjela, KG,Melyra
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Feijão, KG,Excalia
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Berinjela, KG,Lanfor Pro Max
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Couve, KG,Sporane
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Couve-chinesa, KG,Galapus SB
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Couve-de-bruxelas, KG,Orondis Flexi
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Inhame, KG,Biosave
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Mandioquinha-salsa / Batata Baroa, KG,Proteus
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Nabo, KG,Sangar
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Feijão-caupi, KG,Medeiro WG
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Cupuaçu, KG,Produtop 500 SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Caju, KG,Ceramax
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Goiaba, KG,Perimeter
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Quiuí, KG,Progranic Mega
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Melancia, KG,Sitius
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Milho, KG,Sistiva
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Aveia, KG,Boscalid Nortox 500 WG
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Cenoura, KG,Avorio Top
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Pimentão, KG,Pratico SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Lichia, KG,Parachute; Corsica Max;
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Carambola, KG,Fox SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Melancia, KG,Ozean
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Uva, KG,Fox Ultra
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Amendoim, KG,Azoxy Yonon
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Cevada, KG,Klinner BR
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Mamão, KG,Mixtan 600 SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Pimenta, KG,Oro-Cop
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Abacate, KG,Torino; Plust;
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Mangaba, KG,Emeritus Max 720 SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Melão, KG,New Fox A
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Soja, KG,Gift
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Tomate, KG,Asbelto Pro
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Amendoim, KG,New Fox B
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Mamão, KG,Calizi Top 500 SC
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Rabanete, KG,Clorotalonil 720 Sino-Agri
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Chuchu, KG,Flutriafol 500 SC Proventis
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Alho, KG,Oxi 0104 BF; Oxi 104 BF (D1); Oxi 0104 BF (D2);
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Chalota, KG,Oro-Solve
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Anonáceas, KG,UPL 2013 FP
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Macadâmia, KG,Miravis Pro; Miravis Forte;
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Melão, KG,Resil
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Milheto, KG,Relenya
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Triticale, KG,Elios 800 WG
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Algodão, KG,Aproach Premium
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Batata, KG,Primordim
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Cenoura, KG,Mibelya
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Centeio, KG,Pilartrobin
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Citros, KG,Galapus
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Feijão, KG,Pyraclostrobin 250 EC Yonon
CLOROTALONIL,Quimico,CLOROTALONIL,FUNGICIDA,Ervilha, KG,Tollen
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Algodão, KG,Unizeb Gold BR
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Batata, KG,Rustop
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Cevada, KG,Resuris
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Melancia, KG,Tebuconazole 430 Sino-Agri; Tebuconazole CHD'S;
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Tomate, KG,Onsuva
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Trigo, KG,Trizeb
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Uva, KG,Comprenil MIXX
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Azeitona, KG,Zaltus
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Chalota, KG,Azoxy + Cypro 280 SC PSL CL1
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Cebola, KG,Elios WG SNB
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Jiló, KG,Alto Elite
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Abacaxi, KG,Scudeiro Nortox
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Amora, KG,Preventis
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Batata yacon, KG,Keyra
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Cupuaçu, KG,New Elatus 2
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Guaraná, KG,Pupendo
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Inhame, KG,Harbin 500 WG
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Alho, KG,Piraclostrobin Nortox
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Banana, KG,Sidrak 250 SC
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Framboesa, KG,Kusabi
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Melão, KG,Mandestrobin 430 SC
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Morango, KG,Velostar 430 SC
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Mandioca, KG,Parapente
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Mandioquinha-salsa / Batata Baroa, KG,Curatis
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Pimenta, KG,Ippon
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Pimentão, KG,Velvete
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Anonáceas, KG,Property
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Manga, KG,Proviso
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Cará, KG,Penbotec 400 SC
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Rabanete, KG,Primordim II
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Romã, KG,Ferus
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Acerola, KG,Thiophanate Methyl 500 SC Yonon
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Café, KG,Pro Cure
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Feijão, KG,Oxi 0104 BF (Clone A)
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Soja, KG,Oxi 0111 BF (Clone A)
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Mirtilo, KG,Chlorothalonil 720 SC Yonon
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Seriguela, KG,Oxicloreto de Cobre Nortox
CRESOXIM-METÍLICO,Quimico,CRESOXIM-METÍLICO,FUNGICIDA,Cenoura, KG,Boscalid Nortox
"2,4-D",Quimico,"2,4-D",HERBICIDA,Soja, KG,Premerlin 600 EC
"2,4-D",Quimico,"2,4-D",HERBICIDA,Aveia, KG,Flex
"2,4-D",Quimico,"2,4-D",HERBICIDA,Milho, KG,Herbi D-480
"2,4-D",Quimico,"2,4-D",HERBICIDA,Café, KG,Finale
"2,4-D",Quimico,"2,4-D",HERBICIDA,Trigo, KG,Gamit
"2,4-D",Quimico,"2,4-D",HERBICIDA,Pastagem, KG,Trifluralina Nortox
"2,4-D",Quimico,"2,4-D",HERBICIDA,Algodão, KG,Sirius 250 SC
"2,4-D",Quimico,"2,4-D",HERBICIDA,Citros, KG,Ally
"2,4-D",Quimico,"2,4-D",HERBICIDA,Centeio, KG,Diuron Nortox
"2,4-D",Quimico,"2,4-D",HERBICIDA,Milheto, KG,Acert
"2,4-D",Quimico,"2,4-D",HERBICIDA,Cana-de-açúcar, KG,Trifluralina
"2,4-D",Quimico,"2,4-D",HERBICIDA,Sorgo, KG,Roundup Original
"2,4-D",Quimico,"2,4-D",HERBICIDA,Cevada, KG,Scorpion
"2,4-D",Quimico,"2,4-D",HERBICIDA,Arroz, KG,Basagran 600
"2,4-D",Quimico,"2,4-D",HERBICIDA,Triticale, KG,Perflan 800 BR
Acetocloro,Quimico,Acetocloro,HERBICIDA,Algodão, KG,Roundup WG
Acetocloro,Quimico,Acetocloro,HERBICIDA,Cana-de-açúcar, KG,Basamid
Acetocloro,Quimico,Acetocloro,HERBICIDA,Milho, KG,Trophy
Acetocloro,Quimico,Acetocloro,HERBICIDA,Soja, KG,Starane 200
Acetocloro,Quimico,Acetocloro,HERBICIDA,Café, KG,Verdict - R
Acifluorfem-sódico,Quimico,Acifluorfem-sódico,HERBICIDA,Soja, KG,Sempra
Acifluorfem-sódico,Quimico,Acifluorfem-sódico,HERBICIDA,Feijão, KG,Blazer Sol
ALACLORO,Quimico,ALACLORO,HERBICIDA,Girassol, KG,Basagran 480
ALACLORO,Quimico,ALACLORO,HERBICIDA,Milho, KG,Sencor 480
ALACLORO,Quimico,ALACLORO,HERBICIDA,Café, KG,Doble
ALACLORO,Quimico,ALACLORO,HERBICIDA,Algodão, KG,Primóleo
ALACLORO,Quimico,ALACLORO,HERBICIDA,Amendoim, KG,Glifosato Nortox
ALACLORO,Quimico,ALACLORO,HERBICIDA,Cana-de-açúcar, KG,Aminol 806
ALACLORO,Quimico,ALACLORO,HERBICIDA,Soja, KG,Advance
AMETRINA,Quimico,AMETRINA,HERBICIDA,Café, KG,Atranex 500 SC
AMETRINA,Quimico,AMETRINA,HERBICIDA,Citros, KG,Trop
AMETRINA,Quimico,AMETRINA,HERBICIDA,Mandioca, KG,Glifosato 480 Sumitomo
AMETRINA,Quimico,AMETRINA,HERBICIDA,Soja, KG,Spike
AMETRINA,Quimico,AMETRINA,HERBICIDA,Milho, KG,Radiant 100; Resource;
AMETRINA,Quimico,AMETRINA,HERBICIDA,Abacaxi, KG,Bunema 330 SL
AMETRINA,Quimico,AMETRINA,HERBICIDA,Algodão, KG,Flumyzin 500
AMETRINA,Quimico,AMETRINA,HERBICIDA,Banana, KG,Sumisoya
AMETRINA,Quimico,AMETRINA,HERBICIDA,Cana-de-açúcar, KG,Boral 500 SC; Capaz;
AMETRINA,Quimico,AMETRINA,HERBICIDA,Uva, KG,Diuron Nortox 500 SC
AMETRINA,Quimico,AMETRINA,HERBICIDA,Mandioca, KG,Contain
Amicarbazona,Quimico,Amicarbazona,HERBICIDA,Batata, KG,Atrazina Nortox 500 SC
Amicarbazona,Quimico,Amicarbazona,HERBICIDA,Milho, KG,"WW 2,4-D 868 SL"
Amicarbazona,Quimico,Amicarbazona,HERBICIDA,Feijão, KG,Ametrex 500 SC
Amicarbazona,Quimico,Amicarbazona,HERBICIDA,Cana-de-açúcar, KG,Bimate SA
Amicarbazona,Quimico,Amicarbazona,HERBICIDA,Soja, KG,Atrasimex 500 SC
Aminopiralide,Quimico,Aminopiralide,HERBICIDA,Pastagem, KG,Gesaprim GrDa; Proof WG;
Aminopiralide,Quimico,Aminopiralide,HERBICIDA,Cana-de-açúcar, KG,Fusilade 250 EW
Asulam,Quimico,Asulam,HERBICIDA,Cana-de-açúcar, KG,Sinerge EC
ATRAZINA,Quimico,ATRAZINA,HERBICIDA,Abacaxi, KG,Raptor 70 DG
ATRAZINA,Quimico,ATRAZINA,HERBICIDA,Milho, KG,Surpass
ATRAZINA,Quimico,ATRAZINA,HERBICIDA,Cana-de-açúcar, KG,Podium EW
ATRAZINA,Quimico,ATRAZINA,HERBICIDA,Sorgo, KG,Katana
ATRAZINA,Quimico,ATRAZINA,HERBICIDA,Sorgo, KG,Wilzine
ATRAZINA,Quimico,ATRAZINA,HERBICIDA,Soja, KG,Selefen
ATRAZINA,Quimico,ATRAZINA,HERBICIDA,Milheto, KG,Padron
Azinsulfurom,Quimico,Azinsulfurom,HERBICIDA,Arroz, KG,Provence 750 WG
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Milho, KG,Posmil
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Amendoim, KG,Targa 50 EC
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Cevada, KG,Topgan
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Aveia, KG,Staple 280 CS
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Arroz, KG,Spider 840 WG
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Feijão, KG,Stopper
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Trigo, KG,Nominee 400 SC
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Soja, KG,Vezir
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Amendoim, KG,Sanson AZ
BENTAZONA,Quimico,BENTAZONA,HERBICIDA,Arroz, KG,Nisshin
BROMACILA,Quimico,BROMACILA,HERBICIDA,Citros, KG,Select 240 EC
BROMACILA,Quimico,BROMACILA,HERBICIDA,Abacaxi, KG,Gamit 360 CS
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Batata, KG,Plateau
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Soja, KG,Invest
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Feijão, KG,Dropp Ultra SC
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Algodão, KG,Stam 800 WG
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Café, KG,Volcane
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Citros, KG,Gladium
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Trigo, KG,Pacto
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Arroz, KG,Amplexus
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Cana-de-açúcar, KG,Galigan 240 EC
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Milho, KG,Trifluralina Nortox Gold
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Pastagem, KG,Poast
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Sorgo, KG,Stampir BR
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Milheto, KG,Gunner
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Mandioca, KG,Volt
Carfentrazona-etílica,Quimico,Carfentrazona-etílica,HERBICIDA,Melão, KG,Panther 120 EC
Cialofope-butílico,Quimico,Cialofope-butílico,HERBICIDA,Arroz, KG,Starice
Ciclossulfamurom,Quimico,Ciclossulfamurom,HERBICIDA,Arroz, KG,Proof
CLETODIM,Quimico,CLETODIM,HERBICIDA,Abacaxi, KG,Coact
CLETODIM,Quimico,CLETODIM,HERBICIDA,Beterraba, KG,Herbipropanin 450 EC
CLETODIM,Quimico,CLETODIM,HERBICIDA,Nabo, KG,Direct
CLETODIM,Quimico,CLETODIM,HERBICIDA,Arroz, KG,Radar WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Centeio, KG,Resource 100
CLETODIM,Quimico,CLETODIM,HERBICIDA,Cevada, KG,Primestra Gold
CLETODIM,Quimico,CLETODIM,HERBICIDA,Lentilha, KG,Dual Gold
CLETODIM,Quimico,CLETODIM,HERBICIDA,Abobrinha, KG,Topgan WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Algodão, KG,Vezir WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Alho, KG,Gesaprim 500 Ciba-Geigy
CLETODIM,Quimico,CLETODIM,HERBICIDA,Mandioca, KG,Dinamaz 70 WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Berinjela, KG,Primaiz Gold
CLETODIM,Quimico,CLETODIM,HERBICIDA,Pimentão, KG,Primagram Gold
CLETODIM,Quimico,CLETODIM,HERBICIDA,Aveia, KG,Aramo 200
CLETODIM,Quimico,CLETODIM,HERBICIDA,Caqui, KG,Gallant R
CLETODIM,Quimico,CLETODIM,HERBICIDA,Carambola, KG,Pilarsato
CLETODIM,Quimico,CLETODIM,HERBICIDA,Abacate, KG,Sumyzin 500
CLETODIM,Quimico,CLETODIM,HERBICIDA,Cacau, KG,Aurora 400 EC; Coverge 400 EC; Platform 400 EC;
CLETODIM,Quimico,CLETODIM,HERBICIDA,Amora, KG,Goltix
CLETODIM,Quimico,CLETODIM,HERBICIDA,Sorgo, KG,Soccer SC
CLETODIM,Quimico,CLETODIM,HERBICIDA,Citros, KG,Krovar
CLETODIM,Quimico,CLETODIM,HERBICIDA,Soja, KG,Naja
CLETODIM,Quimico,CLETODIM,HERBICIDA,Cará, KG,Perflan
CLETODIM,Quimico,CLETODIM,HERBICIDA,Mandioquinha-salsa / Batata Baroa, KG,Gulliver
CLETODIM,Quimico,CLETODIM,HERBICIDA,Mangaba, KG,Conquest
CLETODIM,Quimico,CLETODIM,HERBICIDA,Feijões, KG,"2,4-D Agritec"
CLETODIM,Quimico,CLETODIM,HERBICIDA,Maracujá, KG,Touchdown
CLETODIM,Quimico,CLETODIM,HERBICIDA,Morango, KG,Envoke
CLETODIM,Quimico,CLETODIM,HERBICIDA,Milheto, KG,Dinamic
CLETODIM,Quimico,CLETODIM,HERBICIDA,Café, KG,Equip Plus
CLETODIM,Quimico,CLETODIM,HERBICIDA,Quiabo, KG,Alaclor + Atrazina SC Nortox
CLETODIM,Quimico,CLETODIM,HERBICIDA,Cenoura, KG,Garlon 480 BR
CLETODIM,Quimico,CLETODIM,HERBICIDA,Manga, KG,Combine 500 SC; Spike 500 SC;
CLETODIM,Quimico,CLETODIM,HERBICIDA,Abóbora, KG,Classic
CLETODIM,Quimico,CLETODIM,HERBICIDA,Pepino, KG,Alaclor Nortox
CLETODIM,Quimico,CLETODIM,HERBICIDA,Grão-de-bico, KG,Clincher
CLETODIM,Quimico,CLETODIM,HERBICIDA,Lentilha, KG,Ultimato SC
CLETODIM,Quimico,CLETODIM,HERBICIDA,Canola, KG,Clorimuron Master Nortox
CLETODIM,Quimico,CLETODIM,HERBICIDA,Cana-de-açúcar, KG,Imazetapir Plus Nortox
CLETODIM,Quimico,CLETODIM,HERBICIDA,Cebola, KG,Select One Pack
CLETODIM,Quimico,CLETODIM,HERBICIDA,Figo, KG,Glifosato Nortox WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Linhaça, KG,Pilon WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Goiaba, KG,Imazaquim Ultra Nortox
CLETODIM,Quimico,CLETODIM,HERBICIDA,Azeitona, KG,Hexaron WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Acerola, KG,Karmex
CLETODIM,Quimico,CLETODIM,HERBICIDA,Ervilha, KG,Ronstar 250 BR
CLETODIM,Quimico,CLETODIM,HERBICIDA,Feijão, KG,Reglone; Diquat S Nortox;
CLETODIM,Quimico,CLETODIM,HERBICIDA,Trigo, KG,Dontor
CLETODIM,Quimico,CLETODIM,HERBICIDA,Batata, KG,Glister
CLETODIM,Quimico,CLETODIM,HERBICIDA,Gengibre, KG,Runner
CLETODIM,Quimico,CLETODIM,HERBICIDA,Girassol, KG,Nufosate BR
CLETODIM,Quimico,CLETODIM,HERBICIDA,Jiló, KG,Spada WG
CLETODIM,Quimico,CLETODIM,HERBICIDA,Mamona, KG,U 46 BR
CLETODIM,Quimico,CLETODIM,HERBICIDA,Mamão, KG,Navajo
CLETODIM,Quimico,CLETODIM,HERBICIDA,Feijão, KG,Nicosulfuron Nortox 40 SC
CLETODIM,Quimico,CLETODIM,HERBICIDA,Milho, KG,Graslan 100 Peletizado
CLETODIM,Quimico,CLETODIM,HERBICIDA,Melancia, KG,Rapsode
CLETODIM,Quimico,CLETODIM,HERBICIDA,Tomate, KG,Nippon 40
CLETODIM,Quimico,CLETODIM,HERBICIDA,Batata-doce, KG,Only
CLETODIM,Quimico,CLETODIM,HERBICIDA,Inhame, KG,Direx 500 SC
