NO_SUBSTANCIA,TP_SUBSTANCIA,DS_INGREDIENTE_ATIVO,CLASSE_AGRONOMICA,NO_CULTURA,NO_UNIDADE_MEDIDA,Produto
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Cebolinha, KG,TMB Tubo Mata Bicudo
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Chicória, KG,Monitrap
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Citros, KG,Lasitrap
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Couve-Flor, KG,Biocydia
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Milho, KG,Migdo
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Pepino, KG,Cosmolure
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Soja, KG,Bio Serrico
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Melancia, KG,Iscalure Cydia
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Amendoim, KG,Iscalure Tuta
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Chuchu, KG,Iscalure Bonagota
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Repolho, KG,Gachon
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Tomate, KG,Bio Trimedlure
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Arroz, KG,Ferocitrus Furão
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Milheto, KG,Biographolita
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Sorgo, KG,Bio Neo
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Ervilha, KG,RMD-1
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Café, KG,Bio Spodoptera
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Coentro, KG,Feromônio Plato para Bicudo do Algodoeiro
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Couve-chinesa, KG,Feromônio Plato para Lagarta Rosada
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Espinafre, KG,Iscalure BW 10
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Melão, KG,Ferômonio Plato para Lagarta Militar do Algodoeiro
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Uva, KG,Iscalure Grafolita
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Cana-de-açúcar, KG,Bio Tuta
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Algodão, KG,Iscalure TML Plug
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Alho-poró, KG,Bio BM
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Grão-de-bico, KG,Bio Bonagota
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Pimenta, KG,Bio Carambolae
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Alface, KG,Bio Broca
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Maxixe, KG,Splat Grafo
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Jiló, KG,Splat Grafo Bona
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Quiabo, KG,Splat Cida Grafo Bona
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Repolho, KG,Luretape BW-10
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Abobrinha, KG,Rincoforol
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Brócolis, KG,Cetro
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Couve-de-bruxelas, KG,Splat ME
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Manjericão, KG,Bio Pseudoplusia
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Tomate, KG,Contrap
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Berinjela, KG,Bio Helicoverpa
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Girassol, KG,Bio Lobesia
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Cebola, KG,Iscalure Armigera
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Abóbora, KG,Pherodis HA
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Agrião, KG,Isomate-OFM TT
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Alface, KG,Noctovi GL
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Almeirão, KG,Pherogen Spray Faw
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Batata, KG,Iscalure BW 60
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Rúcula, KG,Pherogen Dispenser FAW
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Alho, KG,Bio Stenoma
E -11-hexadecenol,Quimico,E -11-hexadecenol,FEROMÔNIO SINTÉTICO,Maçã, KG,Hakuda
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Alho, KG,Alto 100
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Batata, KG,Fungitol Verde
Acetato de fentina,Quimico,Acetato de fentina,Fungicida,Feijão, KG,Bravonil 500
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Batata, KG,Bioprogress
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Cacau, KG,Daconil 500
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Cenoura, KG,Rovral SC
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Feijão, KG,Kumulus DF
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Trigo, KG,Cuprogarb 500
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Arroz, KG,"Vitavax Thiram 200 SC; Vitavax Thiram 200 FS, Vitavax Ultra;"
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Amendoim, KG,Trifmine
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Trigo, KG,Versatilis
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Amendoim, KG,Juno
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Cenoura, KG,Score
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Alho, KG,Spectro
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Cacau, KG,Basamid
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Café, KG,Sialex 500
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Cebola, KG,Sumilex 500 WP
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Arroz, KG,Rhodiauram SC
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Café, KG,Forum
Acetato de fentina,Quimico,Acetato de fentina,FUNGICIDA,Cebola, KG,Folicur 200 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Coentro, KG,Cuprogarb 350
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Agrião, KG,Bunema 330 SL
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Almeirão, KG,Frowncide 500 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Couve, KG,Premis
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Milho, KG,Tilt
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Amendoim, KG,Condor 200 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cana-de-açúcar, KG,Sulfato de Cobre Agrimar
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cenoura, KG,Condor EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cevada, KG,Bravonil Ultrex
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Goiaba, KG,Tecto SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mamão, KG,Cartap BR 500
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Manga, KG,Thiobel 500
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Melancia, KG,Bravonil 750 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mirtilo, KG,Maxim
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Guaraná, KG,Tattoo C
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Canola, KG,Previcur N
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Alho-poró, KG,Contact
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Couve-Flor, KG,Redshield 750
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Manga, KG,Priori
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Milheto, KG,Amistar 500 WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Morango, KG,Stroby SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Nectarina, KG,Magnate 500 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Tomate, KG,Mythos
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mamão, KG,Baytan FS
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pitanga, KG,Reconil
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Chuchu, KG,Dithane NT
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Maxixe, KG,Equation
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Jiló, KG,Orius 250 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mandioquinha-salsa / Batata Baroa, KG,Botran 750
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Nabo, KG,Funginil
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Centeio, KG,Domark 100 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Abacate, KG,Manage 150
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Batata, KG,Unix 750 WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Ervilha, KG,Constant
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Berinjela, KG,Maxim XL
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Manga, KG,Ridomil Gold MZ
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Marmelo, KG,Folio Gold
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Quiuí, KG,Vantigo; Shaman;
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Chalota, KG,Elite
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Inhame, KG,Agrothio 800
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cacau, KG,Artea
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Sálvia, KG,Kocide WDG Bioactive
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Chicória, KG,Midas BR
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mostarda, KG,Cobox DF
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Abacate, KG,Bravonil 720
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Arroz, KG,Stimo WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Aveia, KG,Aliette
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Aveia, KG,Rovral
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Beterraba, KG,Mertin 400
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Beterraba, KG,Antracol 700 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Caju, KG,Caramba 90
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cevada, KG,Pulsor 240 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Girassol, KG,Fegatex
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pêssego, KG,Sumiguard 500 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Citros, KG,Defend WDG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cará, KG,Galben-M
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Gengibre, KG,Garant BR
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Rabanete, KG,Bion 500 WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Manjerona, KG,Opera
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Hortelã, KG,Comet
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Salsa, KG,Kaligreen
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Brócolis, KG,Tango Cash
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Abóbora, KG,Flint 500 WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Algodão, KG,Zoxium 800 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Maracujá, KG,Stratego 250 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Acerola, KG,Sulfato de Cobre Microsal
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pimenta, KG,Curathane
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Quiabo, KG,Censor
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Nêspera, KG,Rabcide 200
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cupuaçu, KG,Forum Plus
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mandioca, KG,Kasumin
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Triticale, KG,Harpon WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Café, KG,Cabrio Top
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Trigo, KG,Polyram DF
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Acelga, KG,Garra 450 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Alho, KG,Supera; Swat;
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Ameixa, KG,Priori Xtra
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Amendoim, KG,Verdadero 600 WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Banana, KG,Mandarim
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Caqui, KG,Rival 200 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Citros, KG,Folpan Agricur 800 WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Feijão, KG,Cantus
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Figo, KG,Cobre Fersol
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pêssego, KG,Quatermon
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Azeitona, KG,Cobre Atar BR; Forguard;
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mangaba, KG,Monceren 250 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pera, KG,Soprano 125 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Macadâmia, KG,Collis
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Romã, KG,Penncozeb WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cebola, KG,Eminent 125 EW; Yaba 125 EW;
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Espinafre, KG,Protreat
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Repolho, KG,Support
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Arroz, KG,Dacostar 500
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Alface, KG,Bim 750 BR
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Banana, KG,Persist SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cana-de-açúcar, KG,Recop; Virtus;
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Ervilha, KG,Delan
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Maracujá, KG,Cuprozeb
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Milho, KG,Terrazole 350 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pepino, KG,Ramexane 850 PM
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pimentão, KG,Folpan Agricur 500 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Manjericão, KG,Nativo
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Cebolinha, KG,Academic
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Orégano, KG,Amistar WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Alface, KG,Impact 125 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Estévia, KG,Potenzor
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Rúcula, KG,Tairel M
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Sorgo, KG,Acrobat MZ
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Tomate, KG,Systhane 250 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Noz-pecã, KG,Argenfrut RV
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Abacaxi, KG,Carben 500 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Banana, KG,Ranman
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Seriguela, KG,Proplant
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Carambola, KG,Bromex
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Lichia, KG,Captan Fersol 500 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Lentilha, KG,Dodex 450 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Feijões, KG,Captan SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Anonáceas, KG,Isatalonil 500 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Alecrim, KG,Oppa
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Couve-chinesa, KG,Oranis
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Couve-de-bruxelas, KG,Rodazim 500 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Mamona, KG,Merpan 500 WP
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Abobrinha, KG,Zetanil
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Figo, KG,Buzz
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Morango, KG,Sementiran 500 SC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Pimentão, KG,Novazin Proquimur
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Soja, KG,Prisma
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Uva, KG,Trecatol
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Uva, KG,Score Flexi®
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Melão, KG,Echo WG
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Amora, KG,Bendazol
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Framboesa, KG,Captan 200 FS
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Grão-de-bico, KG,Icarus 250 EC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Feijão, KG,Maxim XL Professional
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Batata-doce, KG,Apron RFC
AZOXISTROBINA,Quimico,AZOXISTROBINA,FUNGICIDA,Batata yacon, KG,Battle
BENALAXIL,Quimico,BENALAXIL,FUNGICIDA,Cebola, KG,Brisa WG
BENALAXIL,Quimico,BENALAXIL,FUNGICIDA,Tomate, KG,Merpan 800 WG
BENALAXIL,Quimico,BENALAXIL,FUNGICIDA,Uva, KG,Spring WG
BENALAXIL,Quimico,BENALAXIL,FUNGICIDA,Batata, KG,Aproach Prima
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Alface, KG,Capo WG
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Batata, KG,Tiofanato 850 WG SNB
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Uva, KG,Support WG
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Melão, KG,Konazol 200 EC
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Uva, KG,Fanavid Flowable
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Cebola, KG,Vincitore WG
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Tomate, KG,Echo; Echo Stick;
Bentiavalicarbe isopropílico,Quimico,Bentiavalicarbe isopropílico,FUNGICIDA,Melancia, KG,Emerald
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Batata, KG,Systhane 400 WP
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Café, KG,Neoram 37.5 WG
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Cana-de-açúcar, KG,Zoom
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Sorgo, KG,Vincit 50 SC
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Ervilha, KG,Fanavid 85
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Triticale, KG,Propiconazole Nortox
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Banana, KG,Unizeb Gold; Disarm; Vigold; Mancozeb CCAB 750 WG
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Grão-de-bico, KG,Penncozeb 800 WP
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Feijões, KG,Curzate
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Algodão, KG,Tornado
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Centeio, KG,Riza 200 EC
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Milho, KG,Agrinose
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Soja, KG,Funguran Verde; Cupravit Verde; Coppershield;
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Milho, KG,Ganador
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Milheto, KG,Premier Plus
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Feijão, KG,Tutor
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Lentilha, KG,Trifoli
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Arroz, KG,Skip 125 SC
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Amendoim, KG,Pugil WG
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Cevada, KG,Array 200 EC
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Trigo, KG,Dynasty
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Cana-de-açúcar, KG,Ridomil Gold Bravo
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Aveia, KG,Sphere Max
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Maçã, KG,Proline
Benzovindiflupir,Quimico,Benzovindiflupir,FUNGICIDA,Citros, KG,Flare
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Repolho, KG,Revus
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Caqui, KG,Tebuco Nortox
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Manga, KG,Auge
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Chicória, KG,Minx 500 SC
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Espinafre, KG,Streak 500 SC
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Abobrinha, KG,Attic
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Pimentão, KG,Trinity 250 SC
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Melão, KG,Zetanil WG
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Uva, KG,Zignal
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Acelga, KG,Xavante
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Agrião, KG,Envoy
BICARBONATO DE POTÁSSIO,Quimico,BICARBONATO DE POTÁSSIO,FUNGICIDA,Pepino, KG,Odin 430 SC
